,iid,title,year,Animation,Comedy,Children's,Fantasy,Adventure,Romance,Drama,Action,Crime,Thriller,Horror,Sci-Fi,Documentary,War,Musical,Mystery,Film-Noir,Western,node_id,Director,Actor
996,804,Escape to Witch Mountain,1975,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,6844,John Hough,"Eddie Albert, Ray Milland, Donald Pleasence, Kim Richards"
997,805,"Love Bug, The",1969,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6845,,
998,806,Herbie Rides Again,1974,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,6846,Robert Stevenson,"Helen Hayes, Ken Berry, Stefanie Powers, John McIntire"
999,807,Old Yeller,1957,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,6847,Robert Stevenson,"Dorothy McGuire, Fess Parker, Jeff York, Chuck Connors"
1000,808,"Parent Trap, The",1961,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,6848,,
1001,809,Pollyanna,1960,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,6849,David Swift,"Hayley Mills, Jane Wyman, Richard Egan, Karl Malden"
1002,810,Homeward Bound: The Incredible Journey,1993,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,6850,Duwayne Dunham,"Don Alder, Ed Bernard, Kevin Chevalia, Anne Christianson"
1003,811,"Shaggy Dog, The",1959,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6851,,
1004,812,Swiss Family Robinson,1960,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,6852,Ken Annakin,"John Mills, Dorothy McGuire, James MacArthur, Janet Munro"
1005,813,That Darn Cat!,1965,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,6853,Robert Stevenson,"Hayley Mills, Dean Jones, Dorothy Provine, Roddy McDowall"
1006,814,"20,000 Leagues Under the Sea",1954,False,False,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,6854,Richard Fleischer,"Kirk Douglas, James Mason, Paul Lukas, Peter Lorre"
1007,815,Cool Runnings,1993,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6855,Jon Turteltaub,"Leon, Doug E. Doug, Rawle D. Lewis, Malik Yoba"
1008,816,Angels in the Outfield,1994,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6856,William Dear,"Danny Glover, Brenda Fricker, Tony Danza, Christopher Lloyd"
1009,817,Cinderella,1950,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,6857,"Clyde Geronimi, Wilfred Jackson, Hamilton Luske","Ilene Woods, Eleanor Audley, Verna Felton, Claire Du Brey"
1010,818,Winnie the Pooh and the Blustery Day,1968,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6858,Wolfgang Reitherman,"Sebastian Cabot, Sterling Holloway, John Fiedler, Jon Walmsley"
1011,819,"Three Caballeros, The",1945,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,6859,,
1012,820,"Sword in the Stone, The",1963,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6860,,
1014,821,Robin Hood: Prince of Thieves,1991,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,6861,Kevin Reynolds,"Kevin Costner, Morgan Freeman, Mary Elizabeth Mastrantonio, Christian Slater"
1015,822,Mary Poppins,1964,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,6862,Robert Stevenson,"Julie Andrews, Dick Van Dyke, David Tomlinson, Glynis Johns"
1016,823,Dumbo,1941,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,6863,"Samuel Armstrong, Norman Ferguson, Wilfred Jackson, Jack Kinney, Bill Roberts, Ben Sharpsteen, John Elliotte","Herman Bing, Billy Bletcher, Edward Brophy, Hall Johnson Choir"
1017,824,Pete's Dragon,1977,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,6864,Don Chaffey,"Helen Reddy, Jim Dale, Mickey Rooney, Red Buttons"
1018,825,Bedknobs and Broomsticks,1971,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,6865,Robert Stevenson,"Angela Lansbury, David Tomlinson, Roddy McDowall, Sam Jaffe"
1019,826,Alice in Wonderland,1951,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,6866,"Clyde Geronimi, Wilfred Jackson, Hamilton Luske","Kathryn Beaumont, Ed Wynn, Richard Haydn, Sterling Holloway"
1020,827,"Fox and the Hound, The",1981,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6867,,
1021,828,Freeway,1996,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,6868,Matthew Bright,"Kiefer Sutherland, Reese Witherspoon, Bokeem Woodbine, Paul Perri"
1022,829,"Sound of Music, The",1965,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,6869,,
1023,830,Die Hard,1988,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,6870,John McTiernan,"Bruce Willis, Bonnie Bedelia, Reginald VelJohnson, Paul Gleason"
1024,831,"Lawnmower Man, The",1992,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,6871,,
1025,832,Unhook the Stars,1996,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,6872,Nick Cassavetes,"Gena Rowlands, Marisa Tomei, Gérard Depardieu, Jake Lloyd"
1028,833,Secrets & Lies,1996,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,6873,N/A,"Rico E. Anderson, Esperanza Catubig"
1029,834,That Thing You Do!,1996,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6874,Tom Hanks,"Tom Everett Scott, Liv Tyler, Johnathon Schaech, Steve Zahn"
1030,835,To Gillian on Her 37th Birthday,1996,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,6875,Michael Pressman,"Peter Gallagher, Michelle Pfeiffer, Claire Danes, Laurie Fortier"
1031,836,Surviving Picasso,1996,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,6876,James Ivory,"Anthony Hopkins, Natascha McElhone, Julianne Moore, Joss Ackland"
1033,837,Beautiful Thing,1996,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,6877,Hettie Macdonald,"Linda Henry, Glen Berry, Scott Neal, Tameka Empson"
1034,838,"Long Kiss Goodnight, The",1996,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,6878,,
1035,839,"Ghost and the Darkness, The",1996,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,6879,,
1036,840,Looking for Richard,1996,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,6880,Al Pacino,"Penelope Allen, Gordon MacDonald, Madison Arnold, Vincent Angell"
1037,841,Trees Lounge,1996,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,6881,Steve Buscemi,"Carol Kane, Mark Boone Junior, Steve Buscemi, Bronson Dudley"
1039,842,Normal Life,1996,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,6882,John McNaughton,"Ashley Judd, Luke Perry, Bruce A. Young, Jim True-Frost"
1040,843,Get on the Bus,1996,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,6883,Spike Lee,"Richard Belzer, De'aundre Bonds, Andre Braugher, Thomas Jefferson Byrd"
1041,844,Shadow Conspiracy,1997,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,6884,George P. Cosmatos,"Charlie Sheen, Donald Sutherland, Linda Hamilton, Stephen Lang"
1042,845,Jude,1996,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,6885,Michael Winterbottom,"Christopher Eccleston, Kate Winslet, Liam Cunningham, Rachel Griffiths"
1043,846,Everyone Says I Love You,1996,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,6886,Woody Allen,"Edward Norton, Drew Barrymore, Diva Gray, Ami Almendral"
1044,847,Bitter Sugar (Azucar Amargo),1996,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,6887,,
1045,848,William Shakespeare's Romeo and Juliet,1996,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,6888,,
1046,849,Swingers,1996,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,6889,Doug Liman,"Jon Favreau, Vince Vaughn, Ron Livingston, Patrick Van Horn"
1047,850,Sleepers,1996,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,6890,Barry Levinson,"Kevin Bacon, Billy Crudup, Robert De Niro, Ron Eldard"
1049,851,Johns,1996,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,6891,Scott Silver,"David Arquette, Lukas Haas, Tony Epper, John C. McGinley"
1050,852,Aladdin and the King of Thieves,1996,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6892,Tad Stones,"Val Bettin, Jim Cummings, Gilbert Gottfried, Linda Larkin"
1052,853,Shall We Dance?,1937,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,6893,Mark Sandrich,"Fred Astaire, Ginger Rogers, Edward Everett Horton, Eric Blore"
1053,854,"Damsel in Distress, A",1937,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,6894,,
1054,855,Crossfire,1947,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,6895,Edward Dmytryk,"Robert Young, Robert Mitchum, Robert Ryan, Gloria Grahame"
1055,856,"Murder, My Sweet",1944,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,6896,Edward Dmytryk,"Dick Powell, Claire Trevor, Anne Shirley, Otto Kruger"
1058,857,Willy Wonka and the Chocolate Factory,1971,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,6897,,
1060,858,"Innocents, The",1961,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,6898,,
1061,859,Sleeper,1973,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,6899,Woody Allen,"Woody Allen, Diane Keaton, John Beck, Mary Gregory"
1062,860,Bananas,1971,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,6900,Woody Allen,"Woody Allen, Louise Lasser, Carlos Montalbán, Nati Abascal"
1063,861,"Fish Called Wanda, A",1988,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6901,,
1064,862,Monty Python's Life of Brian,1979,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6902,Terry Jones,"Graham Chapman, John Cleese, Terry Gilliam, Eric Idle"
1065,863,Victor/Victoria,1982,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,6903,Blake Edwards,"Julie Andrews, James Garner, Robert Preston, Lesley Ann Warren"
1066,864,"Candidate, The",1972,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,6904,,
1067,865,"Great Race, The",1965,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,6905,,
1068,866,Bonnie and Clyde,1967,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,6906,Arthur Penn,"Warren Beatty, Faye Dunaway, Michael J. Pollard, Gene Hackman"
1069,867,"Old Man and the Sea, The",1958,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,6907,,
1070,868,Dial M for Murder,1954,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,6908,Alfred Hitchcock,"Ray Milland, Grace Kelly, Robert Cummings, John Williams"
1071,869,Madame Butterfly,1995,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,6909,Frédéric Mitterrand,"Ying Huang, Richard Troxell, Ning Liang, Richard Cowan"
1072,870,Dirty Dancing,1987,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,6910,Emile Ardolino,"Jennifer Grey, Patrick Swayze, Jerry Orbach, Cynthia Rhodes"
1073,871,Reservoir Dogs,1992,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,6911,Quentin Tarantino,"Harvey Keitel, Tim Roth, Michael Madsen, Chris Penn"
1074,872,Platoon,1986,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,6912,Oliver Stone,"Keith David, Forest Whitaker, Francesco Quinn, Kevin Dillon"
1075,873,Weekend at Bernie's,1989,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6913,Ted Kotcheff,"Andrew McCarthy, Jonathan Silverman, Catherine Mary Stewart, Terry Kiser"
1076,874,Basic Instinct,1992,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,6914,Paul Verhoeven,"Michael Douglas, Sharon Stone, George Dzundza, Jeanne Tripplehorn"
1077,875,"Doors, The",1991,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,6915,Ray Manzarek,"Robby Krieger, Ray Manzarek, John Densmore, Jim Morrison"
1078,876,"Crying Game, The",1992,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,6916,,
1079,877,Glengarry Glen Ross,1992,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,6917,James Foley,"Al Pacino, Jack Lemmon, Alec Baldwin, Alan Arkin"
1080,878,Sophie's Choice,1982,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,6918,Alan J. Pakula,"Meryl Streep, Kevin Kline, Peter MacNicol, Rita Karin"
1081,879,E.T. the Extra-Terrestrial,1982,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,6919,Steven Spielberg,"Dee Wallace, Henry Thomas, Peter Coyote, Robert MacNaughton"
1083,880,"Christmas Carol, A",1938,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,6920,,
1084,881,Days of Thunder,1990,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,6921,Tony Scott,"Tom Cruise, Nicole Kidman, Robert Duvall, Randy Quaid"
1085,882,Top Gun,1986,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,6922,Tony Scott,"Tom Cruise, Kelly McGillis, Val Kilmer, Anthony Edwards"
1087,883,Rebel Without a Cause,1955,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,6923,Nicholas Ray,"James Dean, Natalie Wood, Sal Mineo, Jim Backus"
1088,884,"Streetcar Named Desire, A",1951,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,6924,,
1089,885,Children of the Corn IV: The Gathering,1996,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,6925,,
1095,886,Microcosmos (Microcosmos: Le peuple de l'herbe),1996,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,6926,,
1096,887,Palookaville,1996,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,6927,,
1097,888,"Associate, The",1996,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6928,,
1098,889,"Funeral, The",1996,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,6929,,
1100,890,"Single Girl, A (La Fille Seule)",1995,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,6930,,
1101,891,"Eighth Day, The (Le Huitième jour )",1996,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,6931,,
1103,892,Drunks,1997,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,6932,,
1104,893,"People vs. Larry Flynt, The",1996,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,6933,,
1105,894,Glory Daze,1996,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,6934,,
1107,895,"Perfect Candidate, A",1996,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,6935,,
1108,896,On Golden Pond,1981,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,6936,Mark Rydell,"Katharine Hepburn, Henry Fonda, Jane Fonda, Doug McKeon"
1109,897,"Return of the Pink Panther, The",1974,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6937,,
1110,898,Drop Dead Fred,1991,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6938,Ate de Jong,"Phoebe Cates, Rik Mayall, Marsha Mason, Tim Matheson"
1111,899,"Abyss, The",1989,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,6939,,
1112,900,"Fog, The",1980,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,6940,,
1113,901,Escape from New York,1981,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,6941,John Carpenter,"Kurt Russell, Lee Van Cleef, Ernest Borgnine, Donald Pleasence"
1114,902,"Howling, The",1980,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,6942,,
1115,903,Jean de Florette,1986,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,6943,Claude Berri,"Yves Montand, Gérard Depardieu, Daniel Auteuil, Elisabeth Depardieu"
1116,904,Manon of the Spring (Manon des sources),1986,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,6944,,
1119,905,Private Benjamin,1980,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6945,Howard Zieff,"Goldie Hawn, Eileen Brennan, Armand Assante, Robert Webber"
1120,906,Monty Python and the Holy Grail,1974,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6946,,
1128,907,"Line King: Al Hirschfeld, The",1996,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,6947,,
1131,908,When We Were Kings,1996,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,6948,Leon Gast,"Muhammad Ali, George Foreman, Don King, James Brown"
1132,909,"Wrong Trousers, The",1993,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6949,,
1134,910,"Return of Martin Guerre, The (Retour de Martin Guerre, Le)",1982,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,6950,,
1135,911,Faust,1994,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,6951,N/A,"Heiner Lauterbach, Stephanie Bothor, Ünal Silver"
1136,912,He Walked by Night,1948,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,6952,"Alfred L. Werker, Anthony Mann","Richard Basehart, Scott Brady, Roy Roberts, Whit Bissell"
1137,913,Raw Deal,1948,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,6953,Anthony Mann,"Dennis O'Keefe, Claire Trevor, Marsha Hunt, John Ireland"
1138,914,T-Men,1947,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,6954,Anthony Mann,"Dennis O'Keefe, Mary Meade, Alfred Ryder, Wallace Ford"
1145,915,"Tin Drum, The (Blechtrommel, Die)",1979,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,6955,,
1146,916,"Ruling Class, The",1972,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6956,,
1147,917,Mina Tannenbaum,1994,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,6957,Martine Dugowson,"Romane Bohringer, Elsa Zylberstein, Florence Thomassin, Jean-Philippe Écoffey"
1151,918,Dear God,1996,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6958,Garry Marshall,"Greg Kinnear, Laurie Metcalf, Maria Pitillo, Tim Conway"
1152,919,Bad Moon,1996,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,6959,Eric Red,"Mariel Hemingway, Michael Paré, Mason Gamble, Ken Pogue"
1153,920,American Dream,1990,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,6960,"Barbara Kopple, Cathy Caplan(co-director), Thomas Haneke(co-director), Lawrence Silk(co-director)","Jesse Jackson, Juan Munoz, Ray Rogers"
1154,921,Best of the Best 3: No Turning Back,1995,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,6961,Phillip Rhee,"Phillip Rhee, Christopher McDonald, Gina Gershon, Mark Rolston"
1155,922,Bob Roberts,1992,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6962,Tim Robbins,"Tim Robbins, Giancarlo Esposito, Alan Rickman, Ray Wise"
1156,923,Cinema Paradiso,1988,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,6963,Giuseppe Tornatore,"Antonella Attili, Enzo Cannavale, Isa Danieli, Leo Gullotta"
1157,924,"Cook the Thief His Wife & Her Lover, The",1989,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,6964,Peter Greenaway,"Richard Bohringer, Michael Gambon, Helen Mirren, Alan Howard"
1159,925,Delicatessen,1991,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,6965,"Marc Caro, Jean-Pierre Jeunet","Pascal Benezech, Dominique Pinon, Marie-Laure Dougnac, Jean-Claude Dreyfus"
1160,926,"Double Life of Veronique, The (La Double Vie de Véronique)",1991,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,6966,,
1161,927,Enchanted April,1991,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,6967,Mike Newell,"Josie Lawrence, Miranda Richardson, Alfred Molina, Neville Phillips"
1162,928,Paths of Glory,1957,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,6968,Stanley Kubrick,"Kirk Douglas, Ralph Meeker, Adolphe Menjou, George Macready"
1163,929,"Grifters, The",1990,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,6969,,
1164,930,Hear My Song,1991,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6970,Peter Chelsom,"Brian Flanagan, Constance Cowley, Marie Mullen, Phil Kelly"
1166,931,"English Patient, The",1996,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,6971,,
1167,932,Mediterraneo,1991,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,6972,Gabriele Salvatores,"Diego Abatantuono, Claudio Bigagli, Giuseppe Cederna, Claudio Bisio"
1168,933,My Left Foot,1989,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,6973,Jim Sheridan,"Daniel Day-Lewis, Brenda Fricker, Alison Whelan, Kirsten Sheridan"
1169,934,"Sex, Lies, and Videotape",1989,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,6974,Steven Soderbergh,"James Spader, Andie MacDowell, Peter Gallagher, Laura San Giacomo"
1170,935,Passion Fish,1992,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,6975,John Sayles,"Mary McDonnell, Angela Bassett, Lenore Banks, Will Mahoney"
1171,936,Strictly Ballroom,1992,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,6976,Baz Luhrmann,"Paul Mercurio, Tara Morice, Bill Hunter, Pat Thomson"
1172,937,"Thin Blue Line, The",1988,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,6977,,
1173,938,Tie Me Up! Tie Me Down!,1990,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,6978,,
1174,939,Madonna: Truth or Dare,1991,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,6979,Alek Keshishian,"Madonna, Donna DeLory, Niki Harris, Luis Camacho"
1175,940,Paris Is Burning,1990,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,6980,Jennie Livingston,"Brooke Xtravaganza, André Christian, Dorian Corey, Paris Duprée"
1176,941,One Flew Over the Cuckoo's Nest,1975,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,6981,Milos Forman,"Jack Nicholson, Louise Fletcher, Will Sampson, Michael Berryman"
1177,942,Up in Smoke,1978,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6982,"Lou Adler, Tommy Chong","Cheech Marin, Tommy Chong, Strother Martin, Edie Adams"
1178,943,Star Wars: Episode V - The Empire Strikes Back,1980,False,False,False,False,True,False,True,True,False,False,False,True,False,True,False,False,False,False,6983,Irvin Kershner,"Mark Hamill, Harrison Ford, Carrie Fisher, Billy Dee Williams"
1179,944,"Princess Bride, The",1987,False,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,6984,,
1180,945,Raiders of the Lost Ark,1981,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,6985,Steven Spielberg,"Harrison Ford, Karen Allen, Paul Freeman, Ronald Lacey"
1181,946,Brazil,1985,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,6986,Terry Gilliam,"Jonathan Pryce, Robert De Niro, Katherine Helmond, Ian Holm"
1182,947,Aliens,1986,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,6987,James Cameron,"Sigourney Weaver, Carrie Henn, Michael Biehn, Paul Reiser"
1183,948,"Good, The Bad and The Ugly, The",1966,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,6988,,
1184,949,Withnail and I,1987,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6989,,
1185,950,12 Angry Men,1957,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,6990,Sidney Lumet,"Martin Balsam, John Fiedler, Lee J. Cobb, E.G. Marshall"
1186,951,Lawrence of Arabia,1962,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,6991,David Lean,"Peter O'Toole, Alec Guinness, Anthony Quinn, Jack Hawkins"
1187,952,"Transformers: The Movie, The",1986,True,False,True,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,6992,,
1188,953,"Clockwork Orange, A",1971,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,6993,,
1189,954,To Kill a Mockingbird,1962,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,6994,Robert Mulligan,"Gregory Peck, John Megna, Frank Overton, Rosemary Murphy"
1190,955,Apocalypse Now,1979,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,6995,"Francis Ford Coppola, Francis Ford Coppola","Marlon Brando, Martin Sheen, Robert Duvall, Frederic Forrest"
1191,956,Once Upon a Time in the West,1969,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,6996,,
1192,957,Star Wars: Episode VI - Return of the Jedi,1983,False,False,False,False,True,True,False,True,False,False,False,True,False,True,False,False,False,False,6997,Richard Marquand,"Mark Hamill, Harrison Ford, Carrie Fisher, Billy Dee Williams"
1193,958,Wings of Desire (Der Himmel über Berlin),1987,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,6998,,
1194,959,"Third Man, The",1949,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,6999,,
1195,960,GoodFellas,1990,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,7000,Martin Scorsese,"Robert De Niro, Ray Liotta, Joe Pesci, Lorraine Bracco"
1196,961,Alien,1979,False,False,False,False,False,False,False,True,False,True,True,True,False,False,False,False,False,False,7001,Ridley Scott,"Tom Skerritt, Sigourney Weaver, Veronica Cartwright, Harry Dean Stanton"
1197,962,Army of Darkness,1993,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False,7002,N/A,"Bruce Campbell, Embeth Davidtz, Bridget Fonda"
